feature,max_abs_class_mean_contrast
head_x_drive,0.4926436158030629
shape_x_away,0.4923935134774792
color_x_sound,0.4922199696621564
texture_x_needs,0.4921319077225333
pattern_x_loud,0.4918842452061471
long_x_happy,0.4918832058221989
audition_x_near,0.49153054976307026
color_x_arousal,0.4913462725365657
color_x_short,0.4910415215728907
slow_x_scene,0.4903861559644566
touch_x_long,0.49023578332593226
high_x_self,0.490220370809457
long_x_attention,0.489283370471759
time_x_benefit,0.4883260749971459
texture_x_cognition,0.48823311525672813
long_x_pleasant,0.4878261861574909
small_x_complexity,0.4869962876990274
weight_x_needs,0.4868559265339197
shape_x_head,0.486781901320889
head_x_upperlimb,0.4867260921252658
color_x_small,0.48668103592331774
vision_x_head,0.48646152196658465
color_x_motion,0.48633421156373174
slow_x_surprised,0.4858803859419263
touch_x_texture,0.4858790241737695
fast_x_arousal,0.4857856759451445
color_x_toward,0.4854800257906091
duration_x_arousal,0.48500996226397186
pattern_x_large,0.4847021659981745
happy,0.48466385521507366
head_sq,0.484383516951864
slow_x_attention,0.4836119853394618
shape_x_audition,0.4830261440784711
unpleasant_x_happy,0.48296072140514784
temperature_x_pleasant,0.482401225185505
sound_x_attention,0.48191910071949645
short_x_surprised,0.48171267267418016
weight_x_away,0.48167204017903126
small_x_needs,0.48156547190515286
near_x_needs,0.4814084697548716
sound_x_toward,0.48113655828548485
smell_x_upperlimb,0.4810275651886586
small_x_shape,0.4808431923623326
fast_x_toward,0.4806539337753653
loud_x_long,0.4802991410250598
dark_x_shape,0.4801622398937017
color_x_path,0.4797786035597194
smell_x_near,0.47946127031222224
sound_x_arousal,0.47941081547689735
audition_x_sound,0.4792288880997668
texture_x_time,0.4791029250533087
touch_x_away,0.47871737943191217
temperature_x_sad,0.47856890744228303
temperature_x_drive,0.47807398322853395
landmark_x_near,0.4779282550901599
slow_x_texture,0.4776835261993012
consequential_x_surprised,0.4775489403147111
motion_x_long,0.4770057175922187
loud_x_sound,0.4766310293539446
near_x_harm,0.476346340876203
lowerlimb_x_happy,0.4761151992513455
dark_x_upperlimb,0.47610320580601717
complexity_x_caused,0.4760589457430055
motion_x_head,0.475987039581249
pleasant_x_drive,0.47522804236989236
complexity_x_body,0.47512376421944796
biomotion_sq,0.4751168869892022
landmark_x_duration,0.47490183582885287
caused_x_consequential,0.4742229393700076
sound_sq,0.4738746022007719
head_x_long,0.4734653715062152
shape_x_loud,0.4732638492814166
pain_x_path,0.4731122435849826
bright_x_small,0.47268952549591847
large,0.4725926537091821
pattern_x_touch,0.4725469756077838
audition_x_loud,0.4723800388202684
audition_x_toward,0.47230320715951407
fast_x_attention,0.47188217991439674
slow_sq,0.4716915434128165
slow_x_touch,0.4715608927914791
vision_x_human,0.47122738034065614
speech_x_path,0.4712013412498822
weight_x_human,0.4707621978270314
touch_x_sad,0.4705669590178146
weight_x_smell,0.4701582645167455
toward_sq,0.4700656785788092
dark_x_face,0.4692880235670131
loud_x_pleasant,0.46888597042099656
biomotion_x_needs,0.4681121261899435
pain_x_happy,0.4680758956154067
biomotion_x_scene,0.46792324616877956
shape_x_practice,0.4676684843786594
landmark_x_attention,0.46721612060764
color_x_audition,0.4671574159330699
small_x_motion,0.4671299834534014
pattern_x_smell,0.4670570520762125
duration_x_social,0.46698660900184624
bright_x_touch,0.4669022474790689
biomotion_x_body,0.46630394196325947
audition_x_away,0.466229509164003
face_x_path,0.46616106154447373
drive_x_arousal,0.4661191298252766
near_x_communication,0.4652766623360804
motion_x_needs,0.4648468348789712
fast_x_sound,0.4646935981570091
lowerlimb_x_scene,0.46460196471560605
scene_x_social,0.4641685405135224
short_x_harm,0.46398984699684187
weight_x_surprised,0.46391760082021316
fast_x_weight,0.46368173313240657
sound_x_away,0.46367589258187814
audition_x_arousal,0.46328396088398255
large_x_head,0.462834609858321
weight_x_head,0.4619679221471524
large_x_shape,0.46126579000760004
touch_x_attention,0.46117368027813865
fast_x_audition,0.4610730831478843
audition_x_short,0.46093506273636314
color_x_face,0.46090674656521696
complexity_x_weight,0.4606874290241227
vision_x_complexity,0.46065030816657315
consequential_x_happy,0.46029347873355025
fast_x_angry,0.45963499364400784
long_x_social,0.4594975618259861
color_x_needs,0.4591471979955199
bright_x_dark,0.45797688853466445
vision_x_large,0.4573664211569168
touch_x_landmark,0.45707576814980966
temperature_x_toward,0.45703093546045814
biomotion_x_shape,0.45690280257544513
texture_x_harm,0.4568546954136385
bright_x_complexity,0.45684985587230503
speech_x_away,0.4566340815792619
benefit_x_unpleasant,0.45532463146954033
head_x_short,0.45498774173971607
color_x_smell,0.45477036108127455
complexity_x_sad,0.4543303970696654
color_x_away,0.45432570426834
high_x_benefit,0.4542353922896159
weight_x_path,0.4542053822406346
head_x_landmark,0.4539318506240584
audition_x_surprised,0.4537634943015033
smell,0.4537113041375215
landmark,0.4535468278485078
sound_x_consequential,0.4533808442681591
social_x_surprised,0.45337054438957947
social_x_drive,0.4533191858106427
head_x_near,0.45305398814359893
complexity_x_communication,0.4523273278453864
pattern_x_attention,0.45211852973373495
large_x_sound,0.4520597335852916
duration_x_surprised,0.45193427008937986
complexity_x_drive,0.45092208084483404
smell_x_scene,0.4507500283186815
biomotion_x_surprised,0.44989945206434945
pattern,0.4495896874306647
loud_x_happy,0.4490748054965853
pattern_sq,0.44906367569975153
large_x_biomotion,0.44895005115816516
pattern_x_complexity,0.4486522396034352
audition_x_consequential,0.44858935085971796
audition_x_upperlimb,0.44816797672527336
texture_x_smell,0.44814159340493964
low_x_benefit,0.44814136959738304
motion_x_low,0.447871568102483
music_x_self,0.44745735876130127
surprised_x_arousal,0.44745105627741455
high_x_long,0.44722608334421565
bright_x_benefit,0.44684780169444677
loud_x_away,0.4466977018219768
caused_x_surprised,0.4464766472602246
path_x_sad,0.4460409922628186
biomotion_x_attention,0.4456790813128584
surprised_sq,0.4455670711777048
vision_x_audition,0.44546267548252383
audition,0.4454004237066262
texture_x_loud,0.4453947666122751
landmark_x_social,0.4451700147756828
weight_x_practice,0.4449730320531749
vision_x_disgusted,0.4448554015336332
happy_x_disgusted,0.4444924958014386
sound_x_upperlimb,0.44378924281986654
taste_x_cognition,0.4435440780666779
away_x_sad,0.44344477982521824
sound_x_happy,0.4433089533538692
scene_x_duration,0.44312024098114616
loud_x_attention,0.4428248325719914
touch_x_loud,0.442793788062755
bright_x_lowerlimb,0.4426239136387146
loud_x_drive,0.4425900272309357
landmark_x_surprised,0.4424365681876347
body_x_taste,0.44239360411740747
small_x_loud,0.44234585879397925
landmark_x_pleasant,0.44233829497630645
vision_x_number,0.44154460801096973
color_x_harm,0.4413213121998277
low_x_drive,0.4412403252887749
smell_x_pleasant,0.44120473186703285
scene_x_needs,0.441164517374581
scene_x_long,0.4409979443175887
surprised_x_attention,0.44092859532820383
landmark_x_happy,0.4409183480252228
small_x_harm,0.4406102802061403
upperlimb_x_angry,0.44045691134064563
upperlimb_x_number,0.44035563101763214
touch_x_practice,0.4402042046854677
motion_x_smell,0.440197942502693
fast_sq,0.4400556166213582
complexity_x_loud,0.439874841743966
smell_x_path,0.43975020577417856
texture_x_landmark,0.4395960568844331
high_x_drive,0.43910574179449696
face_x_landmark,0.43859035216177483
benefit_x_fearful,0.43803178577771773
large_x_attention,0.437907079443527
consequential_x_attention,0.43764127805878006
face_x_taste,0.43746669801728116
small_x_head,0.4374601869736683
large_x_complexity,0.43739422897933333
small_x_landmark,0.43736713911562447
bright_x_motion,0.4372823428472806
dark_x_weight,0.43684149392704097
loud_x_duration,0.43585118066324785
pattern_x_needs,0.43572352328130454
texture_x_long,0.43560904958918306
bright_x_pleasant,0.43560713549129637
vision_x_biomotion,0.4353275597151642
consequential_sq,0.4352818952864167
time_x_short,0.43519031058297825
large_x_audition,0.43501775608618076
taste_x_fearful,0.435016380474954
pattern_x_self,0.4349230711433472
body_x_human,0.4348000996517381
motion_x_high,0.4347030751118707
large_x_needs,0.43463907107681415
texture_x_head,0.4339378402838832
speech_x_self,0.4336591145679351
vision_x_angry,0.432892577021993
head_x_attention,0.43281787527358895
benefit_x_happy,0.4325401580750566
consequential_x_arousal,0.4325000684756304
bright_x_smell,0.43228155217880176
sound_x_pleasant,0.431949023031384
biomotion_x_weight,0.4318316750623721
loud_x_short,0.43144481166598053
vision_x_social,0.43085412526026057
motion_x_temperature,0.4301666124937483
self_x_angry,0.4298638837938885
smell_x_happy,0.4297027186008381
bright_x_large,0.4296142797379422
scene_x_harm,0.4294861044088663
body_x_unpleasant,0.4293663230037136
shape_x_path,0.42920844863793634
sound_x_surprised,0.4292055667181387
complexity_x_away,0.42917308905893536
color_x_practice,0.42913565182242774
weight_x_sound,0.4290477918565462
audition_x_landmark,0.42894236200691727
fast_x_number,0.42892081060266735
weight_x_audition,0.4286084505697583
slow_x_loud,0.4282147590215757
head_x_number,0.42813689258554116
large_x_surprised,0.42782040293514617
practice_x_scene,0.42776244685090303
shape_x_harm,0.42776022981707423
pattern_x_head,0.42755703570052395
large_x_toward,0.42731872112084746
dark_x_texture,0.4267949328465554
dark_x_near,0.4267350023077511
fast_x_needs,0.426307961250919
biomotion_x_texture,0.4262183354453382
bright_x_sound,0.4262034959877934
sound_x_short,0.42597016700446194
high_x_scene,0.42543351091421433
sound_x_social,0.42510982649843776
long_x_consequential,0.4251058068248609
toward_x_angry,0.4249970913861344
consequential_x_communication,0.42404083742878246
toward_x_needs,0.42398442076083775
touch_x_disgusted,0.423798347800468
color_x_social,0.4236821421623538
large_x_body,0.4235254075881575
color_x_number,0.42327858300596394
fast_x_head,0.4227012639339029
audition_x_path,0.4222933146117628
large_x_temperature,0.42224750095247515
pleasant_x_attention,0.4219582106850144
needs_sq,0.4211371225229394
head_x_duration,0.4210539124638707
pleasant_x_surprised,0.42079291038458
small_x_fast,0.42069171379980685
large_x_fast,0.4205886820457375
drive_x_needs,0.4204254267225183
loud_x_toward,0.4203709702286381
scene_x_communication,0.420203055906968
sound_x_path,0.4201387112589491
loud_x_number,0.4201113187196623
complexity_x_scene,0.4201049390607183
sound,0.4200622180617802
smell_x_drive,0.4196910220568276
pattern_x_sound,0.41896152490027866
large_x_smell,0.41871789244875846
landmark_x_scene,0.41864162195900984
temperature_x_disgusted,0.4184604887755341
scene_x_cognition,0.4184333184201433
complexity_x_smell,0.4183930303619954
time_x_drive,0.41823559633002944
sound_x_number,0.4180006014671411
loud_sq,0.4171671113712439
body_x_texture,0.4171494060656442
loud_x_arousal,0.4169429390182442
texture_x_sound,0.4167399877427046
communication_x_benefit,0.4165969096519791
color_x_consequential,0.4156481411964064
away_x_needs,0.4154264740567149
fast_x_time,0.41451270790505074
shape_x_number,0.41435950481782075
weight_x_long,0.4143305780882961
head_x_human,0.4142279526528591
motion_x_communication,0.4139210491835243
vision_x_consequential,0.4133657125384728
pattern_x_surprised,0.41324450768336135
biomotion_x_loud,0.4131333925172705
vision_x_low,0.412894595521096
sad,0.4128422834721292
motion_x_time,0.41280048774864114
audition_x_practice,0.41271954432645025
head_x_caused,0.4122043367900844
small_x_smell,0.4120131585190142
duration_x_happy,0.4119644944222698
biomotion_x_audition,0.4119421729367456
color_x_loud,0.411768440456508
biomotion_x_complexity,0.4115339420838066
touch_x_head,0.41110834833624016
upperlimb_x_communication,0.41103689497394474
music_x_angry,0.4110186615228734
smell_x_attention,0.4109923677492387
pattern_x_caused,0.4108284273970058
pain_x_pleasant,0.41074535634987397
bright_x_happy,0.4105225343484572
duration_x_attention,0.4104431373254908
loud_x_upperlimb,0.4102527102499729
audition_x_high,0.4100645320366659
bright_x_away,0.40998419883997383
touch_x_needs,0.4099832728187133
fast_x_low,0.4096502784694219
needs,0.4092210501019581
path_x_harm,0.40919702388242923
happy_x_attention,0.4080744849120306
head_x_practice,0.407567923704745
smell_x_toward,0.4074778707056261
landmark_x_needs,0.4074435276779739
pleasant_x_needs,0.4072613826974534
head_x_toward,0.4071980539037077
pattern_x_audition,0.4071000375260889
happy_x_drive,0.40651256445201506
fast_x_loud,0.40562936270210326
motion_x_harm,0.4053080303915923
toward_x_surprised,0.40494297767797444
color_x_fast,0.40488746881447807
shape_x_low,0.4048029213476337
vision_x_dark,0.40471124990113183
smell_x_number,0.4045611350305457
body_sq,0.4042876067888602
weight_x_time,0.4041049639571466
body_x_pain,0.40385730219069155
scene_x_time,0.4035964773866309
vision_x_landmark,0.4032384570357995
large_x_away,0.4029572604959648
audition_x_social,0.4028442759133625
human_x_harm,0.4025514418954625
landmark_x_harm,0.40229756842602576
small_x_weight,0.40229635190392316
high_x_sound,0.40216569004865416
benefit_x_sad,0.40204098210241407
shape_x_landmark,0.4019732148019966
pain_x_away,0.4017184815371215
loud_x_path,0.40147105418893914
high_x_attention,0.401259245027392
touch,0.40117057102552656
high_x_toward,0.40109915525795103
slow_x_shape,0.40105363663568183
vision_x_unpleasant,0.4007581009476653
arousal,0.40075075668136234
pattern_x_harm,0.40048281612205794
high_x_arousal,0.4002767310866784
self_x_sad,0.4001654939527299
loud_x_high,0.3997101827773613
temperature_x_path,0.3996067156856868
toward_x_number,0.3988423436514589
color_x_head,0.39844267331546607
dark_x_color,0.3984296736741357
vision_x_arousal,0.3981498854512357
social,0.3979395634771587
self_x_disgusted,0.39789442459517116
complexity_x_sound,0.39788921508143954
high_x_away,0.39779590311162183
biomotion_x_unpleasant,0.3977428170648066
bright_sq,0.3969298685311784
high,0.3965407484807544
complexity_x_touch,0.3963794192048434
slow_x_unpleasant,0.3963231655332839
consequential_x_social,0.3962214858589322
head_x_surprised,0.3959548984999534
pleasant_x_arousal,0.3955669821408422
low_x_arousal,0.39553165500999776
vision_x_needs,0.39537843492046737
loud_x_landmark,0.3951938689696556
dark_x_touch,0.3951699820991509
texture_x_caused,0.3946712679761489
loud_x_consequential,0.3945624629337401
color_x_lowerlimb,0.39448229712611893
caused_x_social,0.39447419463557903
slow_x_high,0.3943598591585179
face_x_near,0.39378930665305356
pain_x_near,0.3933058185159328
dark_x_pattern,0.39328545267246817
high_x_near,0.39253768702808806
low_x_scene,0.392451430171326
happy_x_fearful,0.3923631280202275
pattern_x_practice,0.39224828283139673
complexity_x_landmark,0.3921302850594901
complexity_x_audition,0.39209034926575664
sound_x_lowerlimb,0.39208673716720466
pattern_x_slow,0.3917930657916706
sound_x_landmark,0.3917477740992514
duration_x_pleasant,0.3913684530547082
temperature_x_cognition,0.3913467918499527
head_x_consequential,0.3911757502136139
weight_x_landmark,0.39114055929783104
short_x_unpleasant,0.39111841322587265
weight_x_loud,0.39069913947997276
happy_x_surprised,0.3903828338506362
audition_x_happy,0.3902923083244631
smell_sq,0.38997946727841093
low_x_attention,0.3899243297747873
dark_x_happy,0.3898284024308006
weight_x_number,0.3897155703587268
consequential_x_needs,0.3887237750886201
away_x_harm,0.388608769857195
texture_x_lowerlimb,0.38855149832072094
audition_x_pleasant,0.3885315945324753
high_x_consequential,0.388452604525295
color_x_low,0.38824918114092616
touch_x_lowerlimb,0.38818969247433655
low_x_toward,0.38799595371822987
audition_x_long,0.38780093671132754
bright_x_self,0.38704981953135165
loud_x_practice,0.38692823293448103
low_x_surprised,0.38627200639177495
small_x_biomotion,0.3862058293570367
color_x_surprised,0.3860431521902985
fast_x_surprised,0.3857466968754105
pattern_x_biomotion,0.3855494001813144
texture_x_audition,0.38520750990985286
social_x_attention,0.38495698219744473
audition_x_lowerlimb,0.3849474065451412
large_x_communication,0.38469723505220677
social_x_communication,0.3845365301114005
loud_x_surprised,0.38440394621813
loud_x_social,0.3839915208570584
speech_x_duration,0.383913108166034
complexity_x_duration,0.38361473744482394
long_x_communication,0.38320746906778497
bright_x_head,0.3826772725720038
touch_x_smell,0.38267695379832395
communication_x_cognition,0.3824688015890928
speech_x_taste,0.3818673449406354
time_x_cognition,0.3818287469292773
bright_x_attention,0.38151514657180174
small_x_communication,0.3807199474133837
pleasant_sq,0.38030916815830035
small_x_audition,0.38020465207952553
low_x_near,0.37982363215451365
biomotion_x_sound,0.37979931877122614
loud_x_needs,0.3797360413192359
head_x_social,0.3796679824061706
taste_x_angry,0.3783550653987156
loud_x_low,0.377850396747835
bright_x_temperature,0.37765042866371856
audition_x_duration,0.37731878483856884
slow_x_audition,0.3772008306475712
biomotion_x_pain,0.37709788792540316
slow_x_sound,0.3765468678360795
audition_x_low,0.37598480381591787
loud_x_human,0.3759837503452878
vision_x_high,0.37594790877077444
shape_x_communication,0.3757072064367987
head_x_away,0.37557653008772784
fast_x_smell,0.37493439208014867
low_x_consequential,0.3748841676950423
vision_x_surprised,0.3748066880066658
smell_x_sad,0.3745624794039801
bright_x_audition,0.37444125081789
lowerlimb_x_sad,0.37380286414075
color_x_slow,0.37374815041805254
communication_x_drive,0.37359796341983575
vision_x_lowerlimb,0.3732608604569072
caused_x_arousal,0.3729540966112902
sound_x_needs,0.3728154558724289
benefit_x_angry,0.3728100776748614
texture_x_duration,0.3726403435287819
high_x_social,0.37247265350363007
fast_x_temperature,0.3721601693343576
large_x_path,0.37193730958452276
low_x_sound,0.3717053557984602
attention_x_arousal,0.371142660917792
shape_x_high,0.3706914408214955
small_x_slow,0.37048428822896423
head_x_arousal,0.3700217360803637
loud_x_caused,0.3697946318136128
large_x_landmark,0.36942996044966075
bright_x_number,0.3693789271126704
body_x_needs,0.3693219937085177
low_x_high,0.3689671603035873
high_x_happy,0.36865695185631475
landmark_x_time,0.36862351548333216
bright_x_path,0.36806618453894124
shape_x_human,0.3680067080583898
complexity_x_high,0.36781822389714375
dark_x_small,0.3675914889678779
texture_x_number,0.36728800352330504
temperature_x_number,0.3666918788232891
human_x_angry,0.3665160820079108
bright_x_drive,0.3662545326042524
complexity_x_lowerlimb,0.36545004926098285
communication_x_surprised,0.36440561063828486
happy_x_needs,0.3643187137364062
cognition,0.36431242245134127
caused,0.3640225443701769
texture_x_angry,0.36398194191398703
head_x_needs,0.36394200623198364
away_x_disgusted,0.36374066339633676
landmark_sq,0.36373034031801804
temperature_x_away,0.36370986467997646
audition_x_head,0.3637032864443941
dark_x_path,0.36351046339463877
temperature_x_loud,0.36345100089973964
fast_x_high,0.3632599303217549
pattern_x_landmark,0.36320801153840654
body_x_weight,0.36301788535908364
weight_x_low,0.3625830198529191
complexity_x_head,0.3624673573738412
large_x_high,0.3619153219374022
time_x_surprised,0.36169853353753456
smell_x_head,0.3616426631430313
taste_x_near,0.36163126298533965
low_x_away,0.36155361304686234
communication_x_arousal,0.3611039562189015
loud_x_lowerlimb,0.3605812426000429
weight_x_lowerlimb,0.36034542461074714
pleasant_x_disgusted,0.36026002403849394
dark_x_motion,0.3602494342630044
pattern_x_lowerlimb,0.36018908967754876
temperature_x_scene,0.359493581780478
high_x_pleasant,0.35935026059740527
number_x_social,0.3592563203304212
motion_x_number,0.3586196424681507
face_x_communication,0.3583848877345072
complexity_x_pleasant,0.35820433429417764
high_x_landmark,0.35815818411664146
face_x_time,0.3580859638255705
pain_x_benefit,0.3575497994341626
large_x_loud,0.35731496825324427
upperlimb_x_sad,0.3572732047548901
smell_x_self,0.3569394091702731
low_x_path,0.3568222332643763
large_x_lowerlimb,0.3567171757931099
large_x_time,0.3560289474356394
pattern_x_low,0.35589351828263593
biomotion_x_head,0.35571309537598095
sound_x_long,0.35566604492789294
dark_x_large,0.35546780465109834
complexity_x_happy,0.355316373342815
bright_x_slow,0.3551272270232018
color_x_long,0.3547621914614743
high_x_duration,0.35452050010966646
landmark_x_long,0.3543906837672639
audition_x_number,0.35420182460474064
bright_x_short,0.35389461458340704
temperature_x_angry,0.35363123357045845
large_x_cognition,0.35320512622999656
number_x_drive,0.35306738710066404
loud_x_time,0.35283089234646114
sound_x_head,0.3522905324400506
bright_x_low,0.35201839094117177
color_x_time,0.3519534518692829
speech_x_toward,0.3518326382443643
sound_x_smell,0.35154972272465723
high_x_lowerlimb,0.3511641105162009
happy_x_arousal,0.35102197944555963
temperature_x_sound,0.35084877969464096
surprised_x_needs,0.3507561623617773
shape_x_time,0.3506656889033209
low_x_number,0.3506012672411094
taste_x_upperlimb,0.3501933818332146
dark_x_disgusted,0.349877412999764
large_sq,0.34984384022649423
dark_x_smell,0.3498078086827098
social_sq,0.34970791941869434
temperature_x_short,0.3496311920329132
small_x_sound,0.3492547201603941
temperature_x_head,0.3486992779018167
dark_x_unpleasant,0.34866501588323007
bright_x_loud,0.3484767610654135
time_x_pleasant,0.34838466415774727
shape_x_lowerlimb,0.3482827623779561
high_x_surprised,0.3482769982726131
lowerlimb_x_harm,0.3480045637118526
temperature_x_lowerlimb,0.3479246357675588
biomotion_x_temperature,0.3476547373239496
communication,0.347365987481773
number_x_attention,0.34662388819382906
dark_x_fast,0.3462388673759505
bright_x_fast,0.34519624727366444
high_x_short,0.34515018681747417
color_x_duration,0.34509160523280485
face_x_cognition,0.3446915817869171
number_x_short,0.3446261124651723
music_x_fearful,0.3444288978379461
bright_x_angry,0.3442259373471397
time_x_happy,0.344215440461728
smell_x_lowerlimb,0.3441498026631737
low_x_social,0.34401760999417547
pain_x_short,0.3440020364884277
low_x_landmark,0.3437612504434361
attention,0.3436548643117382
number,0.34353969163265424
high_x_path,0.3433163550576205
number_x_arousal,0.3432711347387086
touch_x_sound,0.34311319391052253
audition_x_caused,0.3422116268290864
social_x_pleasant,0.34158992809640953
pattern_x_high,0.3414250802943045
weight_x_high,0.3412725684880448
dark_x_temperature,0.3412499992616549
high_x_upperlimb,0.3412420400929822
number_x_surprised,0.34121789420060117
low_x_short,0.3411892198745878
sound_x_time,0.3410407260325835
smell_x_short,0.3407376714151556
color_x_unpleasant,0.3405749318099025
dark_x_toward,0.3404488723599378
low_x_happy,0.3396876190023093
smell_x_landmark,0.339239769718121
color_x_high,0.3392284889070036
dark_x_cognition,0.33830750931624676
pattern_x_number,0.33829611051551206
pattern_x_time,0.3376779765590983
large_x_weight,0.3375876364393048
cognition_x_benefit,0.3372622242709944
slow_x_head,0.3367711941984942
color_x_disgusted,0.3366858277223817
fast_x_harm,0.3362021149420862
communication_x_pleasant,0.33617651013654476
away_x_fearful,0.3358725307207396
temperature_x_audition,0.3351681834273346
shape_x_speech,0.33515976357521315
high_sq,0.33509538373304076
dark_x_drive,0.33460872394433394
communication_sq,0.33443471172494377
small_sq,0.33400908776661736
human_x_fearful,0.3339099175706209
color_x_taste,0.33379096730196883
smell_x_harm,0.3333311450022121
texture_x_communication,0.3332630780542149
temperature,0.3329353953328936
texture_x_high,0.3327471665068823
small_x_taste,0.332701814344322
audition_x_smell,0.33261882494950534
consequential_x_cognition,0.33248200221956853
vision_x_attention,0.3321773221050665
path_x_number,0.3319881994743715
slow_x_pain,0.33191074913950214
taste_x_head,0.3314657325764737
scene_x_number,0.3310524072251651
bright_x_biomotion,0.3306880402222169
complexity_x_surprised,0.3300284491802759
bright_x_landmark,0.32965766014899434
cognition_x_drive,0.3295114375807766
pattern_x_taste,0.3292179908424038
bright_x_consequential,0.3291963790718108
pleasant_x_happy,0.32902240917087733
social_x_happy,0.3286830325820683
upperlimb_x_disgusted,0.3284432031403864
pleasant_x_unpleasant,0.3283752673198614
biomotion_x_low,0.3281106648421056
temperature_x_low,0.3280739704554401
long_x_needs,0.3276284164296815
vision_x_communication,0.327508303714473
human_x_sad,0.3273671453866308
bright_x_long,0.3273378090485738
time_x_consequential,0.3272459780528913
pleasant_x_fearful,0.32701531581158866
audition_x_time,0.32697534463485944
body_x_harm,0.32660335482486225
needs_x_attention,0.3253121051089725
sound_x_duration,0.32514042622818473
touch_x_audition,0.3246415675542355
dark_x_body,0.3246303977043906
low_x_upperlimb,0.32429686533471913
temperature_x_high,0.3239067966403867
color_x_pain,0.32308425921439393
biomotion_x_angry,0.32296278345071233
smell_x_away,0.3228654946924105
weight_x_duration,0.3227742206316961
temperature_x_smell,0.3227733439087778
large_x_low,0.32219203459880513
happy_x_angry,0.3220116490782637
large_x_practice,0.3213605334019079
harm_x_drive,0.32135683825868816
pattern_x_sad,0.32113771544594916
cognition_x_pleasant,0.3208530552562855
weight_x_taste,0.3208426996185705
pain_x_taste,0.3206013495998807
loud_x_smell,0.3202759752105018
taste_x_toward,0.3202586357259256
number_x_benefit,0.320241686003858
complexity_x_temperature,0.31974447790759336
bright_x_speech,0.3196901182746984
slow_x_complexity,0.3195698116567176
complexity_x_number,0.3191975714433527
number_x_consequential,0.31916362043411894
smell_x_practice,0.3188311601944353
shape_x_taste,0.3183572220315835
loud_x_head,0.31833517583026893
time_x_social,0.3182189933858285
lowerlimb_x_needs,0.31785198816644883
sad_sq,0.3178414343885699
social_x_arousal,0.3175300644011532
color_x_fearful,0.31747012382634765
attention_sq,0.3171104508675916
taste_x_benefit,0.31702921975908815
near_x_number,0.31641963379858135
speech_x_communication,0.3163979307282601
